#Datasets,4_TES_45_mRNA,5_TES_129_mRNA,7_TES_027_mRNA,17_TES_144_mRNA,23_TES_136_mRNA,32_TES_43_mRNA,37_TES_034_mRNA,42_TES_027_mRNA,44_TES_140_mRNA,49_TES_40_mRNA,55_TES_134_mRNA,58_TES_130_merged_mRNA,59_TES_139_mRNA,66_TES_026_mRNA,70_TES_135_mRNA,73_TES_031_mRNA,79_TES_35_mRNA,85_TES_029_mRNA,86_TES_44_mRNA,87_TES_128_mRNA,90_TES_138_mRNA,104_TES_131_mRNA,110_TES_036_mRNA,113_TES_122_mRNA,117_TES_141_mRNA,119_TES_042_mRNA,122_TES_121_mRNA,123_TES_033_mRNA,130_TES_133_mRNA,137_TES_038_mRNA,143_TES_025_mRNA
"Serpula lacrymans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
"Hydnomerulius pinastri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,36.0,63.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
"Paxillus involutus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,66.0,0.0,0.0,0.0,1433.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0
"Paxillus rubicundulus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pisolithus microcarpus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Scleroderma citrinum",113.0,301.0,4482.0,0.0,1412.0,0.0,1538.0,391.0,1133.0,165.0,476.0,68.0,32.0,1561.0,524.0,539.0,938.0,0.0,813.0,563.0,1473.0,2549.0,8118.0,2419.0,360.0,32.0,953.0,539.0,4263.0,173.0,492.0
"Rhizopogon vinicolor",0.0,0.0,386.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,83.0,0.0,259.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
"Suillus luteus",0.0,0.0,336.0,947.0,389.0,0.0,0.0,920.0,0.0,123.0,0.0,189.0,86.0,0.0,112.0,0.0,3827.0,202.0,0.0,348.0,216.0,0.0,0.0,0.0,484.0,66.0,90.0,0.0,314.0,0.0,0.0
"Jaapia argillacea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
"Sphaerobolus stellatus",0.0,0.0,179.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,0.0,0.0,0.0,21.0,144.0,0.0,0.0,0.0,0.0
"uncultured fungus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
"Spizellomyces punctatus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhizophagus irregularis",79.0,149.0,554.0,0.0,0.0,0.0,305.0,463.0,0.0,0.0,92.0,101.0,79.0,0.0,0.0,1722.0,408.0,179.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,181.0,694.0,710.0
"Linnemannia elongata",0.0,0.0,330.0,118.0,147.0,0.0,0.0,139.0,0.0,125.0,0.0,0.0,153.0,0.0,262.0,226.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Podila verticillata",102.0,0.0,187.0,715.0,401.0,0.0,0.0,193.0,0.0,518.0,0.0,0.0,126.0,0.0,236.0,142.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,203.0,0.0,0.0,106.0
"Mus musculus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Homo sapiens",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carlito syrichta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0
"Leptosomus discolor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gekko japonicus",0.0,0.0,0.0,414.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,228.0,304.0,0.0,0.0,0.0,22.0,0.0,0.0,227.0,0.0,0.0
"Toxocara canis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,52.0,0.0,0.0,0.0,0.0
"Strongyloides ratti",0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Heterodera glycines",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trichinella patagoniensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trichuris suis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0
"Trichuris trichiura",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sarcoptes scabiei",257.0,205.0,264.0,160.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,59.0,104.0,0.0,141.0,163.0,105.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,117.0,0.0,0.0,0.0
"Tetranychus urticae",220.0,132.0,368.0,191.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,48.0,50.0,0.0,107.0,171.0,127.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
"Ixodes scapularis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
"Galendromus occidentalis",82.0,133.0,160.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,239.0,0.0,0.0,203.0,29.0,0.0,115.0,0.0,0.0,0.0
"Stegodyphus mimosarum",191.0,0.0,284.0,155.0,0.0,0.0,0.0,147.0,826.0,0.0,0.0,73.0,0.0,0.0,113.0,148.0,264.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,163.0,0.0,0.0
"Parasteatoda tepidariorum",75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Limulus polyphemus",109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Daphnia magna",1977.0,2225.0,3884.0,3062.0,974.0,0.0,1588.0,2913.0,575.0,2931.0,1201.0,1363.0,1250.0,315.0,2194.0,2510.0,1491.0,3220.0,726.0,641.0,245.0,3205.0,0.0,781.0,331.0,242.0,1473.0,1187.0,2279.0,836.0,1067.0
"Orchesella cincta",1564.0,349.0,2977.0,1464.0,360.0,0.0,211.0,1932.0,0.0,0.0,0.0,344.0,388.0,0.0,1098.0,1199.0,1090.0,645.0,0.0,152.0,0.0,3335.0,0.0,0.0,0.0,146.0,540.0,1439.0,611.0,0.0,0.0
"Tribolium castaneum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oryctes borbonicus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhagoletis zephyria",81.0,103.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,48.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
"Lucilia cuprina",0.0,0.0,514.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,92.0,721.0,0.0,0.0,0.0,0.0,0.0,4816.0,0.0,0.0,0.0,1465.0,497.0,0.0,1751.0,0.0,156.0,0.0,1234.0,0.0,0.0
"Ramazzottius varieornatus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0
"Adineta vaga",0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
"Philodina roseola",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Helobdella robusta",78.0,185.0,332.0,632.0,221.0,0.0,455.0,1123.0,0.0,0.0,80.0,138.0,90.0,0.0,220.0,187.0,92.0,124.0,0.0,112.0,0.0,617.0,0.0,0.0,0.0,50.0,0.0,185.0,220.0,0.0,0.0
"Capitella teleta",0.0,163.0,285.0,389.0,210.0,0.0,390.0,657.0,0.0,0.0,0.0,152.0,67.0,0.0,152.0,186.0,138.0,124.0,0.0,87.0,0.0,423.0,0.0,0.0,0.0,32.0,0.0,134.0,195.0,0.0,0.0
"Lingula anatina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Crassostrea gigas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
"Octopus bimaculoides",0.0,0.0,551.0,129.0,253.0,0.0,0.0,232.0,0.0,0.0,106.0,76.0,33.0,0.0,118.0,133.0,311.0,130.0,0.0,195.0,283.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0
"Nematostella vectensis",0.0,0.0,462.0,197.0,164.0,0.0,0.0,200.0,0.0,0.0,95.0,232.0,0.0,0.0,0.0,160.0,226.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0
"Hydra vulgaris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
"Eimeria brunetti",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tetrahymena thermophila",0.0,0.0,0.0,147.0,0.0,0.0,0.0,144.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,108.0
"Paramecium tetraurelia",0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oxytricha trifallax",0.0,291.0,356.0,212.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,165.0,72.0,0.0,100.0,111.0,107.0,413.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,22.0,138.0,255.0,382.0,150.0,0.0
"Stylonychia lemnae",0.0,0.0,0.0,125.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
"Plasmodiophora brassicae",84.0,126.0,0.0,184.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,45.0,0.0,190.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,83.0,127.0,0.0,0.0,0.0
"Reticulomyxa filosa",290.0,438.0,0.0,211.0,546.0,0.0,1238.0,575.0,0.0,135.0,0.0,45.0,151.0,0.0,150.0,336.0,97.0,693.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,47.0,190.0,621.0,0.0,0.0,229.0
"Coccomyxa subellipsoidea",0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Daucus carota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cynara cardunculus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
"Manihot esculenta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Noccaea caerulescens",0.0,0.0,0.0,152.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
"Gossypium raimondii",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0
"Anthurium amnicola",174.0,240.0,0.0,114.0,0.0,0.0,388.0,444.0,0.0,0.0,0.0,29.0,73.0,0.0,100.0,164.0,0.0,221.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,35.0,434.0,377.0,0.0,210.0,108.0
"Brachypodium distachyon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
"Hordeum vulgare",84.0,112.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,33.0,64.0,0.0,0.0,0.0,0.0
"Aegilops tauschii",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Triticum urartu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agaricus bisporus spherical virus",0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhizoctonia solani alphaendornavirus 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cowpea mild mottle virus",0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nemesia ring necrosis virus",0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fusarium graminearum mycotymovirus 1",0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nodamura virus",0.0,0.0,0.0,0.0,0.0,0.0,230.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,28.0,0.0,617.0,0.0,0.0,0.0
"Clitocybe odora virus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
"Cytospora ribis mitovirus 1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhizoctonia solani mitovirus 10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0
"Rhizoctonia solani mitovirus 6",0.0,0.0,1227.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,586.0,0.0,0.0,159.0,227.0,275.0,0.0,0.0,139.0,0.0,3474.0,0.0,0.0,0.0,0.0,399.0,0.0,1206.0,0.0,0.0
"Rhizoctonia solani mitovirus 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
"Sclerotinia sclerotiorum mitovirus 6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,111.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,161.0,0.0,0.0
"Rhizoctonia magoulivirus 1",80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ourmia melon virus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Heterobasidion partitivirus 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhizoctonia solani virus 717",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cucurbitaria piceae virus 1",301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Partitivirus-like 1",0.0,0.0,0.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Israeli acute paralysis virus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mud crab virus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
"Solenopsis invicta virus 1",346.0,133.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,22.0,78.0,0.0,0.0,0.0,0.0
"Drosophila C virus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0
"Anopheles C virus",106.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
"Himetobi P virus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0
"Blackberry virus Z",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
"Formica exsecta virus 1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0
"Pow Burn virus",0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fisavirus 1",0.0,0.0,3466.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,119.0
"Corey virus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"uncultured marine microorganism HF4000_005H07",0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,253.0,82.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,114.0
"uncultured marine microorganism HF4000_009L19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"uncultured organism",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0
